ID	Name	Desc	sParam1	sParam2
20012	Đảo ngược xã giao	Tục truyền {0} Trưởng lão tại {1} Phụ cận du lịch lúc, gặp được mấy tên {1} Đệ tử, ngôn ngữ cử chỉ ngang ngược, ngạo mạn phi thường, trong ngôn ngữ đối {0} Có nhiều chửi bới.{0} Trưởng lão bị này chọc giận, ngang nhiên xuất thủ, đại khai sát giới. Việc này truyền ra sau, tại tu hành giới nhấc lên một trận suy đoán nghị luận, hai phái quan hệ cũng chuyển biến xấu rất nhiều.		
20013	Đảo ngược xã giao	Tục truyền {0} Đệ tử tại [PLACE] Phụ cận du lịch lúc, phát giác được một {1} Trưởng lão bế quan luyện pháp vết tích.{0} Đệ tử ẩn núp mấy ngày, tại nên trưởng lão luyện pháp thời khắc mấu chốt phát động đánh lén. Vội vàng không kịp chuẩn bị hạ, nên trưởng lão lại bị triệt để phản phệ, thần hình câu diệt. Việc này tại tu hành giới nhấc lên sóng to gió lớn, hai phái quan hệ cũng chuyển biến xấu rất nhiều.		
20014	Đảo ngược xã giao	Tục truyền {0} Trưởng lão tại [PLACE] Phụ cận du lịch lúc, xảo ngộ một {1} Trưởng lão giảng đạo, {0} Trưởng lão ẩn nấp hành tung của mình, thiết kế phá, vậy mà để {1} Giảng đạo biến thành một trận nháo kịch, {1} Danh vọng giảm lớn. Việc này truyền ra, tại gần đây tu hành giới trở thành trò cười, hai phái quan hệ cũng chuyển biến xấu rất nhiều.		
20015	Đảo ngược xã giao	Tục truyền {0} Trưởng lão tại [PLACE] Phụ cận du lịch lúc, xảo ngộ một {1} Trưởng lão. Theo dõi phía dưới, vậy mà phát hiện {1} Trưởng lão thế mà phát hiện một tọa tiền cổ tiên nhân động phủ.{0} Trưởng lão muốn chia đều cơ duyên này, đối phương tự nhiên không cho phép, song phương vì thế ra tay đánh nhau, phương viên trăm dặm tử thương không đếm được, hóa thành đất khô cằn. Việc này tại tu hành giới gây nên rất nhiều chú ý, hai phái quan hệ cũng chuyển biến xấu rất nhiều.		
20016	Đảo ngược xã giao	Tục truyền {0} Trưởng lão tại [PLACE] Phụ cận du lịch lúc, phát hiện một chỗ bí địa linh hơi thở hội tụ, điều tra hạ vậy mà phát hiện một {1} Trưởng lão chính nơi này độ kiếp.{0} Trưởng lão phát động trận pháp cải biến nơi đây Ngũ Hành, làm thiên kiếp uy lực đại tăng. Kia {1} Trưởng lão tại chỗ thần hình câu diệt. Việc này truyền ra tại tu hành giới gây nên chấn động, hai phái quan hệ cũng chuyển biến xấu rất nhiều.		
20017	Đảo ngược xã giao	Tục truyền {0} Trưởng lão đang tìm kiếm [PLACE] Đào được pháp bảo lúc, vậy mà phát hiện {1} Trưởng lão đã vượt lên trước một bước.{0} Trưởng lão ngang nhiên xuất thủ, song phương vì thế hô bằng dẫn bạn, làm to chuyện, cuối cùng vậy mà diễn biến thành mấy chục tu sĩ loạn chiến. Việc này tại gần đây tu hành giới gây nên to như vậy phong ba, hai phái quan hệ cũng chuyển biến xấu rất nhiều.		
20018	Đảo ngược xã giao	Tục truyền {0} Trưởng lão tại [PLACE] Phụ cận du lịch lúc, vậy mà gặp được một con {1} Vận chuyển thiên tài địa bảo đội ngũ.{0} Lúc này xuất thủ, đem nhóm vật tư này đều cướp đi.{1} Rất là tức giận, đem việc này thông truyền tu hành giới, tất yếu {0} Cho cái bàn giao, hai phái quan hệ cũng thật to chuyển biến xấu.		
20019	Đảo ngược xã giao	Tục truyền {0} Trưởng lão tại [PLACE] Phụ cận du lịch lúc, gặp một thiên phú tuyệt đại đệ tử, hư hư thực thực Thượng Cổ tu sĩ chuyển thế. Nhưng không nghĩ tới chính là, tên đệ tử này đã bị {1} Trưởng lão chọn trúng, đang âm thầm quan sát bên trong. Song phương vì tranh đoạt tên đệ tử này bộc phát kịch liệt xung đột, cuối cùng thậm chí dẫn tới song phương chưởng môn ra mặt. Việc này gần đây chấn động tu hành giới, hai phái quan hệ cũng thật to chuyển biến xấu.		
20020	Đảo ngược xã giao	Tục truyền {0} Trưởng lão chui vào {1} Tàng bảo khố trộm đi rất nhiều bảo vật, về sau vậy mà toàn thân trở ra. Việc này về sau bị {1} Phát giác, gây nên {1} Toàn phái tức giận. Việc này gần đây chấn động tu hành giới, hai phái quan hệ cũng thật to chuyển biến xấu.		
20021	Đảo ngược xã giao	Tục truyền {1} Trưởng lão chui vào {0} Tàng bảo khố ý đồ trộm lấy thiên tài địa bảo, bị {0} Phát hiện.{0} Chưởng môn tức giận phía dưới phế bỏ người xâm lấn giả này hai mắt cùng tứ chi, răn đe. Việc này gần đây chấn động tu hành giới, hai phái quan hệ cũng thật to chuyển biến xấu.		
20022	Đảo ngược xã giao	Gần đây, {0} Thụ nhất trưởng bối sủng ái tiểu đệ tử cùng {1} Mấy tên đệ tử tại [PLACE] Phụ cận phát sinh ma sát, về sau xung đột liên tục thăng cấp, thậm chí dẫn động song phương môn phái trưởng lão chồng ra, lại diễn biến thành một trận đại quy mô đấu pháp.	thử dịch trì tục nguyệt dư, tử thương vô toán, {0} tối chung thắng lợi, kỳ môn hạ đệ tử diệc tòng đấu pháp trung đa hữu đề thăng đột phá, môn phái thực lực đại trướng.{1} khước tổn thất thảm trọng, môn phái thực lực đại tổn. thử dịch chi hậu, lưỡng phái đích quan hệ dã đại đại ác hóa liễu.	Chiến dịch này tiếp tục hơn tháng, tử thương không đếm được, {0} Cuối cùng thất bại, môn phái thực lực đại tổn.{1} Lại rất có thu hoạch, môn phái thực lực tăng nhiều. Chiến dịch này về sau, hai phái quan hệ cũng thật to chuyển biến xấu.
20023	Đảo ngược xã giao	Gần đây, {0} Cùng {1} Đồng thời phát hiện một chỗ [PLACE] Phụ cận động phủ tàn tích, nghe nói nơi đây tồn tại có thượng cổ một đại năng đạo thống, cực kỳ trọng yếu. Song phương vì tranh đoạt nơi đây cơ duyên tinh nhuệ ra hết, triển khai kịch liệt đấu pháp.	kỷ kinh tranh đấu, {0} tối chung thành công đắc đáo thử xử tiên phủ, môn phái thực lực đại trướng.{1} khước tổn thất thảm trọng, môn phái thực lực đại tổn. thử dịch chi hậu, lưỡng phái đích quan hệ dã đại đại ác hóa liễu.	Nhiều lần tranh đấu, {1} Cuối cùng thành công đạt được nơi đây Tiên Phủ, môn phái thực lực đại trướng.{0} Lại tổn thất nặng nề, môn phái thực lực đại tổn. Chiến dịch này về sau, hai phái quan hệ cũng thật to chuyển biến xấu.
20024	Đảo ngược xã giao	Không biết sao, gần đây {0} Lại phát động đại lượng môn hạ đệ tử đối {1} Sơn môn triển khai vây công, song phương nơi này các bố tiên trận, khuấy động phạm vi mấy trăm dặm thiên tượng băng loạn, tu hành giới vì thế mà chấn động.	chiêm cư tiên thủ chi lợi, {0} tối chung thắng lợi, kỳ môn hạ đệ tử diệc tòng đấu pháp trung đa hữu đề thăng đột phá, môn phái thực lực đại trướng.{1} khước tổn thất thảm trọng, môn phái thực lực đại tổn. thử dịch chi hậu, lưỡng phái đích quan hệ dã đại đại ác hóa liễu.	Chiếm cứ địa lợi lưng tựa sơn môn nguyên cớ, {1} Thắng lợi cuối cùng nhất, nó môn hạ đệ tử cũng từ đấu pháp bên trong có nhiều tăng lên đột phá, môn phái thực lực đại trướng.{0} Lại tổn thất nặng nề, môn phái thực lực đại tổn. Chiến dịch này về sau, hai phái quan hệ cũng thật to chuyển biến xấu.
20025	Đảo ngược xã giao	Gần đây, {0} Trong phái đại năng lại bị {1} Thiết kế đánh giết tại [PLACE].{0} Đau mất cột trụ, toàn phái tức giận, tại [PLACE] Đối {1} Phát động ngang nhiên phản kích. Song phương đều ra mấy trăm đệ tử đấu pháp mấy ngày, phụ cận trăm dặm kiếm khí tung hoành, vô số sinh linh đồ thán.	đấu pháp chi trung, {0} hàm hận xuất thủ, kỷ hồ toàn diệt đối thủ, kỳ môn hạ đệ tử diệc tòng đấu pháp trung đa hữu đề thăng đột phá, môn phái thực lực phản nhi hữu sở đề thăng.{1} khước tổn thất thảm trọng, môn phái thực lực đại tổn. thử dịch chi hậu, lưỡng phái đích quan hệ dã đại đại ác hóa liễu.	Đấu pháp bên trong, {0} Chọc giận phía dưới tiến thối mất theo, vậy mà trúng {1} Liên hoàn chi nằm, đại bại thua thiệt, môn phái thực lực đại tổn.{1} Nhưng từ bên trong thu lợi rất nhiều, môn phái thực lực đại trướng. Chiến dịch này về sau, hai phái quan hệ cũng thật to chuyển biến xấu.
20026	Đảo ngược xã giao	Gần đây, {0} Trong phái rất nhiều thiên tài địa bảo bị trộm, trong phái trưởng lão thi triển viên quang chi thuật truy tìm, đúng là {1} Môn hạ đệ tử đánh cắp. Đối mặt {0} Chất vấn, {1} Lại biểu thị tổng thể không cảm kích. Song phương mâu thuẫn không thể điều hòa, tại [PLACE] Phụ cận ước định đấu pháp luận không phải là.	thử thứ đấu pháp, {0} tinh nhuệ tận xuất, đại chiêm thượng phong, chung vu bức bách {1} khuất phục bồi thường.{0} diệc nhân thử môn phái thực lực đại trướng.{1} khước bồi liễu phu nhân hựu chiết binh, môn phái thực lực đại tổn. lưỡng phái đích quan hệ dã đại đại ác hóa liễu.	Lần này đấu pháp, {1} Đã sớm chuẩn bị, đại chiếm thượng phong, thành công bức bách {0} Thối lui, môn phái thực lực đại trướng.{0} Lại bạch bạch tổn thất rất nhiều bảo vật, môn phái thực lực đại tổn. Hai phái quan hệ cũng thật to chuyển biến xấu.
20027	Đảo ngược xã giao	Gần đây, {0} Âm thầm liên lạc một ẩn cư Thượng Cổ tu sĩ gia nhập môn phái trở thành khách khanh trưởng lão. Lại không nghĩ rằng này tu sĩ cũng là {1} Mục tiêu.{1} Đối với cái này giận dữ, khẩn cấp điều động trong phái tinh nhuệ tại [PLACE] Chặn giết đội nhân mã này.	xuất vu đối giá danh cổ tu đích trọng thị, {0} xuất động đa danh tinh nhuệ trường lão, thành công kích thối lai địch, môn phái thực lực đại trướng.{1} khước bồi liễu phu nhân hựu chiết binh, môn phái thực lực đại tổn. lưỡng phái đích quan hệ dã đại đại ác hóa liễu.	Hữu tâm tính vô tâm, {0} Trở tay không kịp, rất nhiều đệ tử đều mất mạng. Mặc dù tên này cổ tu thành công đào thoát, nhưng môn phái thực lực cũng tổn hao nhiều.{1} Lại thừa cơ tranh đoạt rất nhiều cổ tu vì chạy trốn vứt xuống pháp bảo bí tàng, môn phái thực lực đại trướng. Hai phái quan hệ cũng thật to chuyển biến xấu.
20028	Bái phỏng	Một vị tiên hữu gần đây tại phụ cận du ngoạn, nhớ tới ngươi môn phái sơn môn liền tại phụ cận, liền thuận tiện đến đây bái phỏng.	tiên hữu lai phóng	Human
20034	Tập kích	[TXT] Một chút đệ tử phụng môn phái mật lệnh, tập kích môn phái của ngươi.	Rich	
20040	Hợp tác	Tục truyền {0} Cùng {1} Vì thăm dò một chỗ phát hiện mới dị giới động thiên, sắp triển khai toàn diện hợp tác. Hai phái sẽ tại tương lai một đoạn thời gian phòng ngừa phân tranh, nhiều hơn giao lưu.		
20041	Hợp tác	Không biết sao, gần đây {0} Chưởng môn đột nhiên độc thân tiến về {1}, cùng nó chưởng môn mật đàm mấy ngày. Trở về sau song phương liền ước thúc môn hạ đệ tử, giảm bớt tranh chấp, tăng lớn hợp tác.		
20042	Hợp tác	Ngày gần đây, {0} Cùng {1} Tranh chấp không ngừng, làm tu hành giới sát phạt không ngừng, có chút rung chuyển. Chưởng môn các phái vì làm tình thế không đến nỗi mất khống chế, liên danh ước thúc hai phái đệ tử, điều đình phân tranh.		
20044	Mâu thuẫn	Gần đây, {0} Chưởng môn thân truyền đệ tử tại một trận ngoài ý muốn bên trong mệnh tang {1} Chi thủ.{0} Chưởng môn tức giận, tuyên bố cùng {1} Toàn diện khai chiến. Song phương mâu thuẫn trong nháy mắt kích thích.		
20045	Mâu thuẫn	Gần đây, {0} Cùng {1} Hai phái chưởng môn cộng tham dị giới trở về, không biết sao vậy mà trở mặt thành thù. Song phương môn phái thụ ảnh hưởng này, trong một khoảng thời gian mâu thuẫn kích thích, tranh chấp liên tục.		
20046	Mâu thuẫn	Gần đây, {0} Cùng {1} Hai phái các phái tinh nhuệ đệ tử thăm dò một chỗ Tiên gia di phủ, không nghĩ tới vậy mà toàn quân bị diệt. Hai phái vì thế tỏa ra nghi kỵ, trong lúc nhất thời đấu tranh nội bộ bưng nhiều lần ra.		
20048	Thực lực thăng lên	Tục truyền {0} Trong môn một bế quan hơn nghìn năm trưởng lão {1} Thành công tu thành đại pháp xuất quan.{0} Lại thêm một đại năng.		
20049	Thực lực thăng lên	Tục truyền {0} Tại [PLACE] Tìm kiếm được một nhà tông phái thời thượng cổ động thiên tiểu thế giới, một phen thu hoạch hạ, môn phái thực lực đại trướng.		
20050	Thực lực thăng lên	Tục truyền {0} Tại [PLACE] Đánh giết giao long, thu hoạch đại lượng bảo tài linh vật, môn phái thực lực đại trướng.		
20051	Thực lực thăng lên	Tục truyền {0} Tại [PLACE] Đánh giết hung phượng, thu hoạch đại lượng bảo tài linh vật, môn phái thực lực đại trướng.		
20052	Thực lực thăng lên	Tục truyền {0} Tại [PLACE] Đánh bại Chúc Long, thu hoạch đại lượng bảo tài linh vật, môn phái thực lực đại trướng.		
20053	Thực lực thăng lên	Tục truyền {0} Tìm được một thượng cổ khí tu động phủ, thu hoạch được đại lượng Nguyên Thần ký thác Linh khí, môn phái thực lực đại trướng.		
20054	Thực lực thăng lên	Tục truyền {0} Trong phái phi thăng tôn trưởng đột nhiên hạ xuống đại lượng ban ân, môn phái thực lực đại trướng.		
20055	Thực lực thăng lên	Tục truyền {0} Ưu hóa trong phái hạch tâm trận pháp, môn phái thực lực đại trướng.		
20056	Thực lực thăng lên	Tục truyền {0} Trong phái thiên địa linh căn thành thục, dẫn động thiên đạo ba động, linh khí hội tụ. Thụ này trạch bị, cả môn phái thực lực tăng nhiều.		
20057	Thực lực thăng lên	Tục truyền {0} Trong phái tổ sư đột nhiên hạ xuống pháp thân, vì môn phái giảng đạo. Môn phái thực lực tăng nhiều.		
20058	Thực lực thăng lên	Tục truyền một cái ẩn cư biển sâu môn phái nhỏ vì trốn tránh trong biển cự yêu uy hiếp mà chạy hướng đại lục, toàn phái đầu nhập {0}, {0} Bởi vậy môn phái thực lực tăng nhiều.		
20059	Thực lực thăng lên	Tục truyền {0} Gần đây cách tân môn phái luật pháp, một lần nữa phân chia từng cái đường khẩu, cả môn phái rực rỡ hẳn lên. Môn phái thực lực tăng nhiều.		
20060	Thực lực giảm xuống	Tục truyền {0} Trong phái một đại năng bởi vì ngưng lại thế gian quá lâu mà thiên kiếp trước mắt. Lúc độ kiếp, bởi vì thiên tượng đột biến mà lệch một ly, vẫn lạc với thiên tượng phía dưới.		
20061	Thực lực giảm xuống	Tục truyền {0} Toàn môn phái được một loại nhìn như cảm cúm quái bệnh, đại lượng nội môn đệ tử bởi vậy tử vong. Môn phái thực lực đại tổn.		
20062	Thực lực giảm xuống	Tục truyền {0} Trong phái trưởng lão đều ra ngoài lúc, tông môn bị giao long xâm lấn. Trạch quốc phía dưới đại lượng thiên tài địa bảo bị tổn hại. Môn phái thực lực giảm lớn.		
20063	Thực lực giảm xuống	Tục truyền {0} Trong phái trưởng lão đều ra ngoài lúc, tông môn bị hung phượng xâm lấn. Mặt trời chi nhãn hạ đại lượng thiên tài địa bảo bị tổn hại. Môn phái thực lực giảm lớn.		
20064	Thực lực giảm xuống	Tục truyền {0} Trong phái trưởng lão đều ra ngoài lúc, tông môn bị Chúc Long xâm lấn. Đại lượng nở âm dương chi noãn vì môn phái mang đến trọng thương. Môn phái thực lực giảm lớn.		
20065	Thực lực giảm xuống	Tục truyền {0} Trong phái một chi phân đường mang theo môn phái rất nhiều bảo vật đều phản bội chạy trốn, môn phái thực lực đại tổn.		
20066	Thực lực giảm xuống	Tục truyền {0} Tinh nhuệ tại thăm dò tiền cổ tiên nhân động phủ lúc vô ý phát động Tiên Phủ cảnh giới, toàn quân bị diệt. Môn phái thực lực cũng bởi vậy tổn hao nhiều.		
20067	Thực lực giảm xuống	Tục truyền {0} Hạch tâm đệ tử tại diễn luyện trận pháp lúc ra chỗ sơ suất, trận pháp phản phệ hạ đồng đều bản thân bị trọng thương. Môn phái thực lực giảm lớn.		
20068	Thực lực giảm xuống	Tục truyền {0} Trưởng lão lúc tu luyện tâm cảnh sụp đổ, tẩu hỏa nhập ma, vậy mà tại trong phái đại khai sát giới, môn phái tổn thất nặng nề.		
20069	Thực lực giảm xuống	Tục truyền {0} Tông môn trưởng lão bị xúi giục, phản bội chạy trốn mà đi. Lúc gần đi còn thừa dịp loạn ăn cắp đại lượng bảo vật. Môn phái thực lực đại tổn.		
20070	Thực lực giảm xuống	Tục truyền {0} Tông môn tao ngộ hiếm thấy liên tục Vĩnh Dạ, môn phái bên trong dược điền Linh Thụ chết héo vô số. Môn phái thực lực đại tổn.		
20071	Thực lực giảm xuống	Tục truyền {0} Trong phái thiên địa linh căn thành thục lúc bởi vì sát tính quá nặng, vậy mà dẫn tới rất nhiều tà ma cướp đoạt. Song phương trong phái bộc phát huyết chiến, môn phái thực lực đại tổn.		
20072	Khẩn cấp bổ sung	Tục truyền {0} Trong môn một bế quan hơn nghìn năm trưởng lão {1} Thành công tu thành đại pháp xuất quan.{0} Lại thêm một đại năng.		
20073	Khẩn cấp bổ sung	Tục truyền {0} Tổ sư phân ra hóa thân hạ phàm.{0} Lại thêm một đại năng.		
20074	Khẩn cấp bổ sung	Tục truyền {0} Một trưởng lão cơ duyên xảo hợp kế thừa một vị thượng cổ đại năng y bát, công lực đại tăng, đuổi sát tiên thiên.{0} Lại thêm một đại năng.		
20075	Thực lực thăng lên	Tục truyền {0} Đạt được âm thầm trợ giúp, thực lực tăng nhiều.		
20076	Thực lực thăng lên	Tục truyền {0} Đạt được âm thầm trợ giúp, thực lực tăng nhiều.		
20077	Thực lực thăng lên	Tục truyền {0} Đạt được âm thầm trợ giúp, thực lực tăng nhiều.		
20078	Thực lực thăng lên	Tục truyền {0} Đạt được âm thầm trợ giúp, thực lực tăng nhiều.		
20079	Thực lực thăng lên	Tục truyền {0} Đạt được âm thầm trợ giúp, thực lực tăng nhiều.		
20080	Thực lực thăng lên	Tục truyền {0} Đạt được âm thầm trợ giúp, thực lực tăng nhiều.		
20081	Thực lực thăng lên	Tục truyền {0} Đạt được âm thầm trợ giúp, thực lực tăng nhiều.		
20082	Thực lực giảm xuống	Tục truyền {0} Nhận âm thầm cản trở, thực lực yếu bớt.		
20083	Thực lực giảm xuống	Tục truyền {0} Nhận âm thầm cản trở, thực lực yếu bớt.		
20084	Thực lực giảm xuống	Tục truyền {0} Nhận âm thầm cản trở, thực lực yếu bớt.		
20085	Thực lực giảm xuống	Tục truyền {0} Nhận âm thầm cản trở, thực lực yếu bớt.		
20086	Thực lực giảm xuống	Tục truyền {0} Nhận âm thầm cản trở, thực lực yếu bớt.		
20087	Thực lực giảm xuống	Tục truyền {0} Nhận âm thầm cản trở, thực lực yếu bớt.		
20088	Thực lực giảm xuống	Tục truyền {0} Nhận âm thầm cản trở, thực lực yếu bớt.		
29001	Đại năng vẫn lạc	{0} {1} Đại năng bởi vì ngươi mà vẫn lạc.{0} Rất là tức giận.		
29002	Đóng cửa sự kiện	{0} Gần đây môn phái thực lực tổn thất nghiêm trọng, hạ lệnh phong bế sơn môn, ước thúc các phương đệ tử, cẩn thận cử chỉ, khôi phục thực lực.		
29003	Đóng cửa kết thúc	Tục truyền {0} Mở lại sơn môn, bắt đầu sinh động.		
29004	Người bái phỏng tử vong	[NAME] Tại môn phái của ngươi bị mất mạng, [TXT] Tức giận phi thường.		
29005	Người bái phỏng rời đi	[NAME] Tại môn phái của ngươi đạt được [TXT] Khoản đãi.		
29006	Môn phái thần phục	[TXT] Bất lực ngăn cản thế công của ngươi, chỉ có thể đối ngươi biểu thị thần phục, cũng hứa hẹn hàng năm sẽ giao nạp cống phẩm, tỏ vẻ tôn kính.		
29007	Phong sơn bắt đầu	{0} Gần đây bị người xâm lấn, bởi vậy gia tăng cảnh giới.		
29008	Phong sơn kết thúc	Tục truyền {0} Đình chỉ tình trạng báo động.		
29009	Đại năng vẫn lạc	{0} {1} Đại năng bởi vì ngươi mà vẫn lạc.{0} Không thể làm gì chỉ có thể biểu thị kháng nghị.		
29010	Đệ tử vẫn lạc	{0} {1} Bởi vì ngươi mà vẫn lạc.{0} Rất là tức giận.		
29011	Đệ tử vẫn lạc	{0} {1} Bởi vì ngươi mà vẫn lạc.{0} Không thể làm gì chỉ có thể biểu thị kháng nghị.		
